ds,y
2024-03-24 10:11:13,7.066902230074336
2024-03-24 10:11:28,13.066231125629143
2024-03-24 10:11:43,13.066231125629143
2024-03-24 10:11:58,19.36731224374146
2024-03-24 10:12:13,19.36731224374146
2024-03-24 10:12:28,25.566666666666666
2024-03-24 10:12:43,25.566666666666666
2024-03-24 10:12:58,25.76580780640645
2024-03-24 10:13:13,25.76580780640645
2024-03-24 10:13:28,8.066935564518818
2024-03-24 10:13:43,8.066935564518818
2024-03-24 10:13:58,7.3999999999999995
2024-03-24 10:14:13,7.3999999999999995
2024-03-24 10:14:28,13.066231125629143
2024-03-24 10:14:43,13.066231125629143
2024-03-24 10:14:58,19.400646688222942
2024-03-24 10:15:13,19.400646688222942
2024-03-24 10:15:28,25.53248225059164
2024-03-24 10:15:43,25.53248225059164
2024-03-24 10:15:58,25.766666666666666
2024-03-24 10:16:13,25.766666666666666
2024-03-24 10:16:28,8.033601120037336
2024-03-24 10:16:43,8.033601120037336
2024-03-24 10:16:58,7.366666666666666
2024-03-24 10:17:13,7.366666666666666
2024-03-24 10:17:28,13.133333333333333
2024-03-24 10:17:43,13.133333333333333
2024-03-24 10:17:58,19.33268891036965
2024-03-24 10:18:13,19.33268891036965
2024-03-24 10:18:28,25.5
2024-03-24 10:18:43,25.5
2024-03-24 10:18:58,25.833333333333332
2024-03-24 10:19:13,25.833333333333332
2024-03-24 10:19:28,7.866928897629922
2024-03-24 10:19:43,7.866928897629922
2024-03-24 10:19:58,7.366666666666666
2024-03-24 10:20:13,7.366666666666666
2024-03-24 10:20:28,13.166666666666666
2024-03-24 10:20:43,13.166666666666666
2024-03-24 10:20:58,19.299356688110393
2024-03-24 10:21:13,19.299356688110393
2024-03-24 10:21:28,25.567518917297246
2024-03-24 10:21:43,25.567518917297246
2024-03-24 10:21:58,25.799140028665708
2024-03-24 10:22:13,25.799140028665708
2024-03-24 10:22:28,7.966666666666667
2024-03-24 10:22:43,7.966666666666667
2024-03-24 10:22:58,7.500250008333612
2024-03-24 10:23:13,7.500250008333612
2024-03-24 10:23:28,13.099563347888402
2024-03-24 10:23:43,13.099563347888402
2024-03-24 10:23:58,19.3
2024-03-24 10:24:13,19.3
2024-03-24 10:24:28,25.63418780626021
2024-03-24 10:24:43,25.63418780626021
2024-03-24 10:24:58,25.701713447563172
2024-03-24 10:25:13,25.701713447563172
2024-03-24 10:25:28,7.999200079992001
2024-03-24 10:25:43,7.999200079992001
2024-03-24 10:25:58,7.400246674889163
2024-03-24 10:26:13,7.400246674889163
2024-03-24 10:26:28,13.13289557014766
2024-03-24 10:26:43,13.13289557014766
2024-03-24 10:26:58,19.36731224374146
2024-03-24 10:27:13,19.36731224374146
2024-03-24 10:27:28,25.566666666666666
2024-03-24 10:27:43,25.566666666666666
2024-03-24 10:27:58,25.733333333333334
2024-03-24 10:28:13,25.733333333333334
2024-03-24 10:28:28,8.1
2024-03-24 10:28:43,8.1
2024-03-24 10:28:58,7.3999999999999995
2024-03-24 10:29:13,7.3999999999999995
2024-03-24 10:29:28,13.066231125629143
2024-03-24 10:29:43,13.066231125629143
2024-03-24 10:29:58,19.400646688222942
2024-03-24 10:30:13,19.400646688222942
2024-03-24 10:30:28,25.5
2024-03-24 10:30:43,25.5
2024-03-24 10:30:58,25.799140028665708
2024-03-24 10:31:13,25.799140028665708
2024-03-24 10:31:28,8.033601120037336
2024-03-24 10:31:43,8.033601120037336
2024-03-24 10:31:58,7.433333333333334
2024-03-24 10:32:13,7.433333333333334
2024-03-24 10:32:28,13.13289557014766
2024-03-24 10:32:43,13.13289557014766
2024-03-24 10:32:58,19.333977799259976
2024-03-24 10:33:13,19.333977799259976
2024-03-24 10:33:28,25.53333333333333
2024-03-24 10:33:43,25.53333333333333
2024-03-24 10:33:58,25.865804473184223
2024-03-24 10:34:13,25.865804473184223
2024-03-24 10:34:28,7.966666666666667
2024-03-24 10:34:43,7.966666666666667
2024-03-24 10:34:58,7.366912230407681
2024-03-24 10:35:13,7.366912230407681
2024-03-24 10:35:28,13.166666666666666
2024-03-24 10:35:43,13.166666666666666
2024-03-24 10:35:58,19.266024465851135
2024-03-24 10:36:13,19.266024465851135
2024-03-24 10:36:28,25.60085336177873
2024-03-24 10:36:43,25.60085336177873
2024-03-24 10:36:58,25.766666666666666
2024-03-24 10:37:13,25.766666666666666
2024-03-24 10:37:28,7.933333333333334
2024-03-24 10:37:43,7.933333333333334
2024-03-24 10:37:58,7.5
2024-03-24 10:38:13,7.5
2024-03-24 10:38:28,13.1
2024-03-24 10:38:43,13.1
2024-03-24 10:38:58,19.3
2024-03-24 10:39:13,19.3
2024-03-24 10:39:28,25.666666666666668
2024-03-24 10:39:43,25.666666666666668
2024-03-24 10:39:58,25.732475584147192
2024-03-24 10:40:13,25.732475584147192
2024-03-24 10:40:28,8.000266675555853
2024-03-24 10:40:43,8.000266675555853
2024-03-24 10:40:58,7.466417786073796
2024-03-24 10:41:13,7.466417786073796
2024-03-24 10:41:28,13.033333333333333
2024-03-24 10:41:43,13.033333333333333
2024-03-24 10:41:58,19.36731224374146
2024-03-24 10:42:13,19.36731224374146
2024-03-24 10:42:28,25.5658144728509
2024-03-24 10:42:43,25.5658144728509
2024-03-24 10:42:58,25.73419113970466
2024-03-24 10:43:13,25.73419113970466
2024-03-24 10:43:28,8.036815953579886
2024-03-24 10:43:43,8.036815953579886
2024-03-24 10:43:58,7.3967947222870105
2024-03-24 10:44:13,7.396794722287009
2024-03-24 10:44:28,13.066231125629143
2024-03-24 10:44:43,13.066231125629143
2024-03-24 10:44:58,19.400646688222942
2024-03-24 10:45:13,19.400646688222942
2024-03-24 10:45:28,25.5
2024-03-24 10:45:43,25.5
2024-03-24 10:45:58,25.8
2024-03-24 10:46:13,25.8
2024-03-24 10:46:28,8.0
2024-03-24 10:46:43,8.0
2024-03-24 10:46:58,7.366666666666666
2024-03-24 10:47:13,7.366666666666666
2024-03-24 10:47:28,13.2
2024-03-24 10:47:43,13.2
2024-03-24 10:47:58,19.333333333333332
2024-03-24 10:48:13,19.333333333333332
2024-03-24 10:48:28,25.53333333333333
2024-03-24 10:48:43,25.53333333333333
2024-03-24 10:48:58,25.86752891763059
2024-03-24 10:49:13,25.86752891763059
2024-03-24 10:49:28,7.966666666666667
2024-03-24 10:49:43,7.966666666666667
2024-03-24 10:49:58,7.366421119296024
2024-03-24 10:50:13,7.366421119296023
2024-03-24 10:50:28,13.167105570185674
2024-03-24 10:50:43,13.167105570185674
2024-03-24 10:50:58,19.266666666666666
2024-03-24 10:51:13,19.266666666666666
2024-03-24 10:51:28,25.599146695110164
2024-03-24 10:51:43,25.599146695110157
2024-03-24 10:51:58,25.766666666666666
2024-03-24 10:52:13,25.766666666666666
2024-03-24 10:52:28,7.96985460851007
2024-03-24 10:52:43,7.96985460851007
2024-03-24 10:52:58,7.4970011995201915
2024-03-24 10:53:13,7.4970011995201915
2024-03-24 10:53:28,13.100436681222709
2024-03-24 10:53:43,13.100436681222709
2024-03-24 10:53:58,19.299356688110397
2024-03-24 10:54:13,19.299356688110393
2024-03-24 10:54:28,25.666666666666668
2024-03-24 10:54:43,25.666666666666668
2024-03-24 10:54:58,25.667522250741694
2024-03-24 10:55:13,25.667522250741694
2024-03-24 10:55:28,8.06612892473835
2024-03-24 10:55:43,8.06612892473835
2024-03-24 10:55:58,7.46691556385213
2024-03-24 10:56:13,7.46691556385213
2024-03-24 10:56:28,13.033333333333333
2024-03-24 10:56:43,13.033333333333333
2024-03-24 10:56:58,19.366666666666667
2024-03-24 10:57:13,19.366666666666667
2024-03-24 10:57:28,25.566666666666666
2024-03-24 10:57:43,25.566666666666666
2024-03-24 10:57:58,25.733333333333334
2024-03-24 10:58:13,25.733333333333334
2024-03-24 10:58:28,8.1
2024-03-24 10:58:43,8.1
2024-03-24 10:58:58,7.3999999999999995
2024-03-24 10:59:13,7.3999999999999995
2024-03-24 10:59:28,13.066666666666666
2024-03-24 10:59:43,13.066666666666666
2024-03-24 10:59:58,19.433333333333334
2024-03-24 11:00:13,19.433333333333334
2024-03-24 11:00:28,25.466666666666665
2024-03-24 11:00:43,25.466666666666665
2024-03-24 11:00:58,25.834194473149108
2024-03-24 11:01:13,25.834194473149108
2024-03-24 11:01:28,7.999733342221926
2024-03-24 11:01:43,7.999733342221925
2024-03-24 11:01:58,7.366666666666666
2024-03-24 11:02:13,7.366666666666666
2024-03-24 11:02:28,13.133333333333333
2024-03-24 11:02:43,13.133333333333333
2024-03-24 11:02:58,19.333333333333332
2024-03-24 11:03:13,19.333333333333332
2024-03-24 11:03:28,25.53333333333333
2024-03-24 11:03:43,25.53333333333333
2024-03-24 11:03:58,25.86752891763059
2024-03-24 11:04:13,25.86752891763059
2024-03-24 11:04:28,7.966666666666667
2024-03-24 11:04:43,7.966666666666667
2024-03-24 11:04:58,7.366421119296024
2024-03-24 11:05:13,7.366421119296023
2024-03-24 11:05:28,13.167105570185674
2024-03-24 11:05:43,13.167105570185674
2024-03-24 11:05:58,19.266666666666666
2024-03-24 11:06:13,19.266666666666666
2024-03-24 11:06:28,25.599146695110164
2024-03-24 11:06:43,25.599146695110157
2024-03-24 11:06:58,25.767525584186142
2024-03-24 11:07:13,25.767525584186142
2024-03-24 11:07:28,7.933333333333334
2024-03-24 11:07:43,7.933333333333334
2024-03-24 11:07:58,7.5
2024-03-24 11:08:13,7.5
2024-03-24 11:08:28,13.1
2024-03-24 11:08:43,13.1
2024-03-24 11:08:58,19.299356688110397
2024-03-24 11:09:13,19.299356688110393
2024-03-24 11:09:28,25.666666666666668
2024-03-24 11:09:43,25.666666666666668
2024-03-24 11:09:58,25.666666666666668
2024-03-24 11:10:13,25.666666666666668
